date,daily_return,daily_return_2
2022-02-23,0.0031528234350605166,0.006598490384631127
2022-02-24,-0.013153730831784992,-0.002005546855650457
2022-02-25,-0.021859947910720698,-0.01299146163233409
2022-02-28,-0.013054132948246823,-0.006307480955904066
2022-03-01,0.03195157394902943,0.023943813545214153
2022-03-02,-0.00023272788754449933,-0.00017192028407619453
2022-03-03,-0.008441788964412238,-0.0039907412710607215
2022-03-04,0.004076744308965907,0.008658173390731024
2022-03-07,-0.0005085340002247993,0.00042941281716812467
2022-03-08,0.004879261742387576,0.004390349560391971
2022-03-09,0.005531106810281837,0.000163411033325287
2022-03-10,-0.010660931537827953,-0.008441793235394178
2022-03-11,-0.00936014228043233,-0.005429198963068168
2022-03-14,0.009691817964379115,0.010484440014981018
2022-03-15,-0.0113339610911957,-0.01369338603810781
2022-03-16,0.0009452002099567185,-0.0010727831708833976
2022-03-17,-0.0073140973844875844,-0.002429428936516072
2022-03-18,0.0027956390227616246,0.005418992186900466
2022-03-21,0.006484019883508376,0.004693089387757996
2022-03-22,-0.007600700486677683,-0.007620884283716432
2022-03-23,0.010354042071277622,0.009654903229653686
2022-03-24,-0.008608340054617887,-0.004254577921445985
2022-03-25,-0.009311289305222627,-0.0032464827115110434
2022-03-28,-0.003803729780185615,-0.005860794181764509
2022-03-29,-0.0002980491714198144,0.0009386090164932487
2022-03-30,-0.009384698354061801,-0.006778588699933456
2022-03-31,-0.031101226191027006,-0.020710347575564687
2022-04-01,-0.009455811160214591,-0.011647138054441841
2022-04-04,0.0013458224978229417,-0.005265500324441432
2022-04-05,0.0037253728196760673,-0.006083450073831787
2022-04-06,-0.000664455560935358,0.0060428743657333995
2022-04-07,0.025707955895573415,0.012298459153493407
2022-04-08,0.004610078825786413,0.012542424750784195
2022-04-11,-0.009859439954056625,-0.015389619022319813
2022-04-12,-0.0015369604083250816,-0.0021653524265004267
2022-04-13,0.002430946801597674,0.007933418598446438
2022-04-14,0.0053449508417412715,-0.0031787459777994
2022-04-15,0.006252016829723936,-0.0024022320206874307
2022-04-18,0.004060028861106197,0.00412745693603102
2022-04-19,-0.006909799000156229,-0.001594451624938461
2022-04-20,0.013744172475802603,0.008498571280675627
2022-04-21,0.010583851305185887,0.002288744379265794
2022-04-22,-0.0009872271561994755,-0.0013263167057224118
2022-04-25,-0.005766312094099382,0.006801733167678264
2022-04-26,0.006579402278312135,0.009674503427352276
2022-04-27,-0.0009272023819170116,-0.00017392183761426387
2022-04-28,-0.011901715743881583,-0.011444306773410542
2022-04-29,0.007841480856960672,0.0027663936171950588
2022-05-02,0.1748425237194541,0.11293031491631506
2022-05-03,-0.16825801732486942,-0.09546050107668505
2022-05-04,-0.033999307792224306,-0.0284154589759079
2022-05-05,0.012335288961512878,0.0032958596286447213
2022-05-06,-0.19667220757153228,-0.11520889579650766
2022-05-09,0.21240223590614746,0.13653572163888106
2022-05-10,0.004680702998326326,-0.004846391116864513
2022-05-11,0.028711269241232396,0.01766420596704818
2022-05-12,-0.178729287231294,-0.10054781599167913
2022-05-13,0.01003603180153984,0.011673582595468397
2022-05-16,0.01130726446440085,-0.00042462964169490223
2022-05-17,0.005600396921921066,-7.378741830233642e-05
2022-05-18,-0.006183973006640834,-0.0013797203889586488
2022-05-19,-0.002247987191934138,-0.004107819374416588
2022-05-20,0.022159014506530687,0.016407963252702842
2022-05-23,-0.0015425836280788853,-0.0010612810346239741
2022-05-24,0.002876072358045938,0.007937642434814483
2022-05-25,0.005793610314187767,-0.004793281991447924
2022-05-26,0.009332502376921804,0.003907450670752658
2022-05-27,0.01669618283643646,0.01704576701325007
2022-05-30,0.017172394990266453,0.004664595291748585
2022-05-31,-0.002536505059057253,0.0017118530670459566
2022-06-01,-0.011630485919814797,-0.010534101358805422
2022-06-02,0.0053445146010527335,0.0008057780270730504
2022-06-03,-0.014090308592399107,-0.0019142080327461562
2022-06-06,-0.010597699348838764,-0.0015762747802314583
2022-06-07,-0.004461224938661423,0.002447785162222466
2022-06-08,-0.011624490113399845,-0.01345050005731603
2022-06-09,-0.00621992295733866,-0.0020453063798759807
2022-06-10,0.006093312586082912,0.00498447786284048
